industria;nps;razones
banca;DETRACTOR;PORQUE NO TIENE UNA COBERTURA ALTA PARA PAGAR, MI PAGO ES DE DOS MIL SOLES, Y CUANDO DESEO PAGAR NO ME PERMITE PAGAR DIRECTAMENTE, SOLO ME PERMITE DE HASTA MIL SOLES, PERO SI AYUDA, ES PRACTICO
banca;NEUTRAL;PORQUE A VECES SE CUELGA SISTEMA, A VECES TENGO QUE REINICIAR PARA PODER ENTRAR
banca;PROMOTOR;PORQUE ME HA FUNCIONADO BIEN, NO HE TENIDO PROBLEMA CON BIM
banca;PROMOTOR;PORQUE ES MAS FACIL, EVITO HACER COLA, ES MAS RAPIDO
banca;PROMOTOR;PORQUE AHORRA TIEMPO Y DINERO POR EL PASAJE YA QUE EVITO IR A LA AGENCIA,
banca;PROMOTOR;PORQUE ES MAS PRACTICO, SEGURO, LO PUEDO DESDE HACER DESDE EL APLICATIVO
banca;PROMOTOR;PORQUE ES MAS RAPIDO PARA PAGAR, TODO BIEN, CUANDO LLAME AL BIM CENTER ME ATENDIERON BIEN
banca;PROMOTOR;PORQUE PUEDO PAGAR A CUALQUIER HORA Y ES MAS ACCESIBLE, EVITO IR A LA AGENCIA, ES MAS FACIL
banca;PROMOTOR;PORQUE ES MAS SEGURO, EVITO TENER DINERO EN FISICO, NO NOS PUEDEN ROBAR
banca;NEUTRAL;PORQUE ES BUENO, PERO TIENE DEBILIDADES, CUANDO LLAME A BIM CENTER, SI ME DIERON SOLUCION
banca;PROMOTOR;PORQUE ES MAS RAPIDO, ES MAS FACTIBLE, EVITO IR A LA AGENCIA, MAS SEGURO PORQUE NO DEBO CARGAR EL DINERO EN FISICO, CUANDO LLAME AL CALL CENTER ME BRINDARON BUENA ATENCION
banca;DETRACTOR;PORQUE TUVE INCONVENIENTES CON EL BIM, DESPUES DE TIEMPO HE REGRESADO A PAGAR POR BIM, LLAME A CALL CENTER Y ME DIERON SOLUCION, NO PODIA ACCEDER POR ERROR DE SISTEMA
banca;PROMOTOR;PORQUE ES MAS FACIL PODER PAGAR. TODO BIEN CON BIM
banca;PROMOTOR;PORQUE USO SIEMPRE LA APLICACION, LO HAGO DESDE EL CELULAR, MAS RAPIDO, EVITO IR A LA MISMA FINANCIERA, EVITO LA COLA
banca;PROMOTOR;PORQUE ES MAS RAPIDO
banca;PROMOTOR;PORQUE ES FACIL Y SENCILLO
banca;PROMOTOR;PORQUE HA SIDO UNA BUENA EXPERIENCIA, ES RAPIDO, ACCESIBLE, SIN SALIR DE CASA PUEDO HACER EL PAGO
banca;PROMOTOR;PORQUE ES MAS FACIL, EVITO IR A LA FINANCIERA, ES MAS PRACTICO, CUANDO LLAME AL CALL CENTER, ME ATENDIERON BIEN, ME EXPLICARON, PORQUE ME BRINDARON SOPORTE
banca;PROMOTOR;PORQUE ES UN BUEN SERVICIO, PORQUE ES MAS PRACTICO
banca;PROMOTOR;PORQUE NO TENGO PROBLEMAS CON BIM, ES FACIL, PUEDO TRANSFERIR DESDE BCP AL BIM Y PAGAR, LO MALO ES QUE CUANDO CAMBIO DE EQUIPO MOVIL, HAY PROBLEMAS CON BIM, EL SOPORTE  POR WHATSAPP NO RESPONDEN Y POR ESO LLAME AL CALL CENTER DE BIM, DEMORA EN CONTESTAR, 
banca;PROMOTOR;PORQUE NO PUEDO IR A LA FINANCIERA, PUEDO TRANSFERIR DESDE BCP, AHORRO TIEMPO, NO COBRAN COMISION
banca;PROMOTOR;PORQUE ES MAS RAPIDO, EVITO LA COLA EN LA AGENCIA
banca;PROMOTOR;PORQUE NO HE TENIDO PROBLEMA PARA HACER EL PAGO POR KASNET
banca;PROMOTOR;PORQUE EVITO LA COLA EN LA AGENCIA, ES MAS RAPIDO
banca;PROMOTOR;PORQUE ES MAS FACIL, EVITO IR A LA AGENCIA, ES MAS CERCANO
banca;NEUTRAL;PORQUE A VECES NO HAY AGENTES CERCANOS
banca;NEUTRAL;PORQUE A VECES NO TIENEN EL SALDO DISPONIBLE PARA PAGAR
banca;PROMOTOR;PORQUE EVITO LA COLA, ES MAS CERCANO
banca;PROMOTOR;PORQUE ES MAS RAPIDO, EVITO LA COLA, EVITO IR A LA AGENCIA, MAS CERCANO
banca;PROMOTOR;PORQUE ES MAS CERCA
banca;PROMOTOR;PORQUE ES MAS RAPIDO, EVITO LA COLA E IR A LA AGENCIA
banca;NEUTRAL;PORQUE EVITO HACER COLAS
banca;PROMOTOR;PORQUE ES MAS RAPIDO
banca;DETRACTOR;NO PRECISA
banca;PROMOTOR;PORQUE ES MAS RAPIDO, NO HE TENIDO PROBLEMAS CON KASNET
banca;PROMOTOR;PORQUE ES MAS RAPIDO, EVITO LA COLA
banca;DETRACTOR;PORQUE CUANDO QUISE PAGAR EN KASNET, NO SE COMPLETO LA TRANSACCION, NO FIGURABA EN EL SISTEMA AUN CUANDO ME BRINDARON VOUCHER DE PAGO, NO HAY BUENA ATENCION, PREFIERO PERDER MI TIEMPO EN LA FINANCIERA PORQUE ME BRINDA SEGURIDAD. CLIENTE NO RECUERDA DONDE ESTABA UBICADO EL AGENTE
banca;PROMOTOR;PORQUE ES MAS CERCA, EVITO IR A LA FINANCIERA
banca;NEUTRAL;PORQUE A VECES DEMORA LA TRANSACCION
banca;DETRACTOR;ME HAN QUERIDO COBRAR COMISION EN ALGUNAS VECES EN DOS AGENTES, ME QUISIERON COBRAR DOS SOLES. AMBOS PAGOS FUERON MAYOR DE NOVECIENTOS SOLES Y ME DIJERON DE QUE COBRAN COMISION CUANDO EXCEDE ESE MONTO. AMBOS UBICADOS EN PACHACUTEC CERRO COLORADO, POR MARISCAL CASTILLA
banca;PROMOTOR;PORQUE EVITO IR A LA AGENCIA, ES CERCANO
banca;PROMOTOR;PORQUE ES CERCANO Y ES MAS RAPIDO
banca;DETRACTOR;"PORQUE COBRAN COMISION DE DIEZ SOLES, EL AGENTE ESTA UBICADO EN CAMPOVERDE AL FRENTE DE LA PLAZA ""AGENTE DEL BARRIO"" PAGO MENSUAL DOS MIL SOLES Y SIEMPRE ME COBRAN COMISION, OPTE POR PAGAR AHI MISMO PORQUE NO CONOZCO OTRO AGENTE"
banca;PROMOTOR;PORQUE EVITO LA COLA, CLIENTE DESEA QUE HAYA MAS AGENTES
banca;NEUTRAL;NO PRECISA
banca;PROMOTOR;PORQUE ES MAS RAPIDO, EVITO IR A LA AGENCIA, MAS FACTIBLE
banca;PROMOTOR;PORQUE EVITO LAS COLAS, EVITO LAS AGLOMERACIONES, HAY AGENTES CERCANOS DONDE PUEDO PAGAR
banca;PROMOTOR;PORQUE ES MAS FACIL, PUEDO PAGAR DESDE DONDE ESTE EN UN AGENTE, ES MAS ACCESIBLE
banca;PROMOTOR;PORQUE NO COBRAN COMISION
banca;PROMOTOR;PORQUE ES RAPIDO Y HAY BUENA ATENCION
banca;PROMOTOR;PORQUE ES MAS TRANQUILO Y ES MAS CERCANO
banca;PROMOTOR;POR QUE ES CERCA A SU TRABAJO, ES MAS RAPIDO QUE IR HASTA EL BANCO Y HACER ENORMES COLAS
banca;PROMOTOR;POR QUE AHORRA TIEMPO YA QUE LE QUEDA LEJOS, ES MAS FACIL Y SE EVITA COLAS
banca;DETRACTOR;POR QUE PAGAR EN KASNET LE COBRAN COMISION POR PORCENTAJE, POR CADA BILLETE DE 100 SOLES LE COBRAN 1 SOL , SI DEPOSITA 300 SOLES SERIA 3 SOLES DE COMISION, ES POR ELLO QUE PREFIERE PAGAR EN AGENTE
banca;PROMOTOR;POR QUE LA ATENCION ES BUENA, LE COBRAN EL MINIMO DE COMISION, NO CO,O OTROS AGENTES QUE LE COBRAN COMO 8 SOLES DE COMISION POR CADA PAGO
banca;NEUTRAL;POR QUE A VECES NO ESTAN DISPONIBLES, LE INDICAN QUE NO HAY SISTEMA, NO QUIEREN ATENDER Y LAS HACEN ESPERAR, DESPUES NO HA TENIDO INCONVENIENTES
banca;PROMOTOR;POR QUE ES MAS EFICIENTE QUE IR HASTA EL BANCO, EVITA LAS COLAS,Y ES CERCA A SU TRABAJO
banca;PROMOTOR;POR QUE ES MAS RAPIDO, EVITA HACER COLAS
banca;PROMOTOR;PORQUE ES MAS RAPIDO Y AHORRO TIEMPO
banca;PROMOTOR;PORQUE ES RAPIDO
banca;PROMOTOR;POR UNA BUENA ATENCION
banca;PROMOTOR;PORQUE NO COBRAN COMISION, ES MAS RAPIDO
banca;NEUTRAL;PORQUE A VECES NO QUIEREN ATENDER PORQUE NO TENEMOS EL CODIGO DE NUESTRO CREDITO
banca;PROMOTOR;PORQUE ES EFICIENTE, RAPIDO, INSTANTANEO, NO COBRAN COMISION
banca;PROMOTOR;PORQUE ES MAS CERCANO, AHORRO TIEMPO
banca;PROMOTOR;POR QUE EVITA COLAS, Y ES CERCA A SU DOMICILIO,
banca;PROMOTOR;POR QUE ES MAS FACIL, NO PIERDE TIEMPO EN IR HASTA LA OFICINA
banca;PROMOTOR;POR QUE NO HA TENIDO NINGUN INCONVENIENTE, SIEMPRE PAGA POR KASNET, ES CERCA A SU TRABAJO
banca;DETRACTOR;POR QUE LA ATENCION ES MUY LENTA, TE HACEN ESPERAR, NO BRINDA MAS DETALLES
banca;PROMOTOR;POR QUE NO HA TENIDO NINGUN INCONVENIENTE, ES MAS CERCA A SU TRABAJO
banca;PROMOTOR;POR QUE ES MAS RAPIDO Y SE PUEDE PAGAR AL INSTANTE, MAS CARCA A SU CASA.
banca;PROMOTOR;POR QUE LE ATIENDEN MUY BIEN, MAS RAPIDO, Y CERCA A SU DOMICILIO.
banca;PROMOTOR;POR QUE ES MAS FACIL, EVITA IR HASTA EL BANCO, EN TODOS LOS LUGARES HAY AGENTES, EVITAS LAS COLAS
banca;PROMOTOR;POR QUE NO HA TENIDO NINGUN PROBLEMA, MAS FACIL Y LE QUEDA CERCA  A SU DOMICILIO Y A SU TRABAJO
banca;PROMOTOR;PORQUE EVITA LA COLA
banca;PROMOTOR;NO PRECISA
banca;PROMOTOR;PORQUE HA TENIDO BUENA ATENCION Y NO HE TENIDO PROBLEMA
banca;PROMOTOR;PORQUE ES MAS FACIL, EVITO LA COLA
banca;PROMOTOR;PORQUE NO HE TENIDO PROBLEMA CON KASNET
banca;NEUTRAL;PORQUE DEBERIA DAR LA OPCION PAGAR BRINDADO UN NUMERO DE DNI Y NO CON CODIGO DE PAGO
banca;PROMOTOR;PORQUE ES RAPIDO
banca;DETRACTOR;PORQUE A VECES NO TIENEN EL SALDO DISPONIBLE PARA PAGAR, ME PASO SOLO UNA VEZ, ME PASO CON EL SALDO DE CIENTO CATORCE SOLES
banca;NEUTRAL;PORQUE ES UN PROCESO MAS RAPIDO
banca;DETRACTOR;PORQUE A VECES ME DECIAN DE QUE NO HABIA SISTEMA, HABIA COLA
banca;PROMOTOR;PORQUE ES RAPIDO, Y PUEDO PAGAR EN CUALQUIER LUGAR
banca;PROMOTOR;PORQUE ES RAPIDO
banca;NEUTRAL;PORQUE A VECES NO ENTREGAN EL VOUCHER, EL COMPROBANTE
banca;DETRACTOR;PORQUE A VECES NO TIENEN EL SALDO DISPONIBLE PARA PAGAR, Y ESO ME RETRASA ME PASO CON UN MONTO DE QUINIENTOS SOLES VARIAS VECES
banca;PROMOTOR;PORQUE EVITO IR A LA AGENCIA, ES MAS RAPIDO Y COBRAN COMISION SOLO UN SOL
banca;PROMOTOR;PORQUE LA ULTIMA VEZ QUE REALICE EL PAGO, NO SE COMPLETO INMEDIATAMENTE, PERO MAS ALLA DE ELLO ES MAS RAPIDO
banca;PROMOTOR;PORQUE KASNET ES FACIL PARA PAGAR, MUY FACIL
banca;DETRACTOR;PORQUE NO HAY MUCHOS AGENTES, ME PARECE MAS SEGURO IR A LA FINANCIERA PORQUE ESTA RESGUARDADO POR PERSONAL DE SEGURIDAD, ADEMAS EN AGENCIA HAY BUENA ATENCION, EN KASNET NO TIENEN EL SALDO DISPONIBLE PARA PAGAR, CON MIL CINCUENTA SOLES NO HABIA SALDO DISPONIBLE
banca;PROMOTOR;PORQUE ALGUNOS COBRAN COMISION DE UN SOL, OTROS AGENTES NO COBRAN, ADEMAS EVITO LAS COLAS
banca;PROMOTOR;PORQUE ES BUENO IR AL AGENTE, AHORRO DE TIEMPO, EVITO IR A LA MISMA AGENCIA DE COMPARTAMOS
banca;PROMOTOR;PORQUE SIEMPRE SUCEDE QUE NO PUEDO PAGAR DESPUES DE LAS 6PM
banca;DETRACTOR;PORQUE NO HAY MUCHOS AGENTES KASNET, DISTRITOS COMO EN BARRANCO EN MIRAFLORES
banca;PROMOTOR;PORQUE ES MAS SENCILLO, AHORRO TIEMPO, MAS CERCANO A CASA
banca;PROMOTOR;PORQUE AHORRO TIEMPO
banca;DETRACTOR;POR UN TEMA DE SEGURIDAD PREFIERO PAGAR EN LA MISMA AGENCIA, PERO NO HE TENIDO DIFICULTAD CON KASNET
banca;DETRACTOR;PORQUE  SIEMPRE COBRAN COMISION DE DOS SOLES CINCUENTA EN TODOS LOS AGENTES DONDE FUI
banca;NEUTRAL;PORQUE HAY DIAS EN DONDE NO HAY SISTEMA, ME INDICAN DE QUE NO TIENEN EL SALDO DISPONIBLE PARA PAGAR ERA UN APROXIMADAMENTE TRESCIENTOS OCHENTA Y NUEVE SOLES
banca;NEUTRAL;PORQUE A VECES NO TIENEN EL SALDO DISPONIBLE PARA PAGAR
banca;PROMOTOR;PORQUE ES MAS CERCA A MI CASA QUE LAS AGENCIAS DE COMPARTAMOS Y ADEMAS NO COBRAN COMISION
banca;PROMOTOR;PORQUE ES MAS FACIL QUE EN LAS AGENCIAS Y ES MAS CERCANO
banca;NEUTRAL;PORQUE ES MAS FACIL, MAS RAPIDO, EVITO LA COLA EN LAS AGENCIAS, AHORRO TIEMPO
banca;PROMOTOR;PORQUE ES MAS CERCANO, HAY AGENTE EN CUALQUIER LUGAR, MAS FACTIBLE
banca;PROMOTOR;POR LA BUENA ATENCION, POR LA RAPIDEZ, POR LAS CERCANIA
banca;PROMOTOR;PORQUE ES CERCANO, ES MAS FACIL, EVITO IR A LA AGENCIA
banca;NEUTRAL;PORQUE A VECES NO ES ACCESIBLE, QUISIERA QUE HAYAS MAS AGENTES
banca;DETRACTOR;NO PRECISA
banca;NEUTRAL;PORQUE ES ACCESIBLE, ES MAS CERCANO
banca;PROMOTOR;PORQUE ES MAS RAPIDO, EVITO LA COLA EN LA AGENCIA
banca;PROMOTOR;PORQUE ES UN SERVICIO ACEPTABLE, NO HE TENIDO PROBLEMAS
banca;PROMOTOR;PORQUE PUEDO PAGAR HASTA TARDE, UNA VEZ CERRADA LA AGENCIA, MAS OPCION DE PAGO, HORARIO MAS AMPLIO, ES MAS CERCANO
banca;PROMOTOR;PORQUE EVITO IR A LA AGENCIA, ES MAS CERCANO, ES RAPIDO, EVITO LA COLA
banca;PROMOTOR;ES MAS RAPIDO QUE IR A LA AGENCIA
banca;PROMOTOR;PORQUE ES RAPIDO, EVITA LA COLA, BUENA ATENCION
banca;PROMOTOR;PORQUE ES MAS FACIL Y RAPIDO QUE IR A LA AGENCIA, EVITO LA COLA
banca;NEUTRAL;PORQUE ES MAS SENCILLO, AUNQUE A VECES EL HORARIO ES LIMITADO
banca;PROMOTOR;PORQUE ES CERCANO Y ACCESIBLE
banca;DETRACTOR;PORQUE HAY VECES QUE AL HACER EL PAGO, LA TRANSACCION DEMORA EN COMPLETARSE VEINTICUATRO HORAS, ME HA PASADO EN DIFERENTES AGENTES, DE MANERA FRECUENTE, HE OPTADO POR REGRESAR AL DIA SIGUIENTE PARA VER SI SE COMPLETO EL PAGO
banca;DETRACTOR;PORQUE CUANDO VOY A CUALQUIER AGENTE SOLO PUEDO DEPOSITAR SOLO DOSCIENTOS A TRESCIENTOS SOLES, PONEN UN LIMITE A LA HORA DE PAGAR, Y SE DEMORA PAGAR POR POCOS, TODA LA CUOTA, ES MUY INCOMODO, EN ESOS CASOS VOY A LA AGENCIA PARA PAGAR COMPLETO, CLIENTE  INDICA EN QUE LE SUCEDIO EN LOS AGENTES DE CERCADO DE SAN CAMILO
banca;PROMOTOR;PORQUE ME DAN EL MONTO PARA PAGAR, NO COBRAN MUCHA COMISION, ES MAS CERCA Y MAS ACCESIBLE
banca;PROMOTOR;PORQUE ES MAS RAPIDO
banca;NEUTRAL;PORQUE A VECES COBRAN COMISION
banca;PROMOTOR;PORQUE ES MAS CERCANO Y ME CONVIENE IR AL AGENTE PORQUE NO HAGO COLA COMO EN LA AGENCIA DE COMPARTAMOS
banca;DETRACTOR;PORQUE NO RECIBO BUENA ATENCION, NO HAY SISTEMA, EN EL MISMO AGENTE DE SIEMPRE UBICADO EN LA AVENIDA NICOLAS DE PIEROLA FRENTE AL COLEGIO SAN GREGORIO DE SECUNDARIA, EN TODOS ESOS CASOS PEDI AYUDA EN LA MISMA AGENCIA DE COMPARTAMOS, PREFIERO HACERLO DESDE
banca;PROMOTOR;PORQUE EVITO LA COLA DE LA AGENCIA, ES DIRECTO, RAPIDO Y EL HORARIO DE ATENCION ES MAS AMPLIO QUE EN LA MISMA AGENCIA DE COMPARTAMOS. QUISIERA QUE HAYA UN AGENTE EN CHINCHAY
banca;NEUTRAL;PORQUE EN AGENTE KASNET LA TRANSACCION DEMORA  EN COMPLETARSE NO SE REFLEJA INMEDIATAMENTE EL PAGO, SE DEMORA ALGUNAS HORAS, A VECES NO HAY SISTEMA. AYUDA A PODER PAGAR DESDE CUALQUIER SITIO
banca;PROMOTOR;PORQUE ES CERCA A CASA, RAPIDO, EVITO LA COLA EN AGENCIA
banca;PROMOTOR;PORQUE NO COBRA COMISION
banca;PROMOTOR;PORQUE ES MUY SENCILLO, EVITO IR A LA AGENCIA, ES MAS CERCA, AHORRO DE DE TIEMPO
banca;PROMOTOR;PORQUE ME DIERON BUENA ATENCION, RAPIDA Y EFICIENTE
banca;NEUTRAL;PORQUE ES MAS PRACTICO, AUNQUE A VECES NO TIENEN EL SALDO DISPONIBLE PARA HACER EL PAGO, AUN ASI LO RECOMIENDO PORQUE LO ENCUENTRO EN TODOS LADOS, AHORRO TIEMPO, EVITO IR A LA AGENCIA DE COMPARTAMOS FINANCIERA
banca;PROMOTOR;PORQUE ES MAS FACIL, NO HAY COLA COMO EN LA AGENCIA
banca;PROMOTOR;PORQUE ES MAS FACIL Y RAPIDO
banca;NEUTRAL;PORQUE A VECES ES DIFICIL PAGAR EN UN AGENTE, A VECES NO ENCUENTRO AGENTE CERCA O ABIERTOS, ADEMAS COBRAN COMISION DE DOS SOLES CINCUENTA
banca;PROMOTOR;PORQUE ES MAS FACIL PAGAR POR AGENTE KASNET, ADEMAS ES MAS CERCANO
banca;NEUTRAL;PORQUE A VECES RL AGENTE NO TIENE EL SALDO DISPONIBLE, ME HA SUCEDIDO ALGUNAS VECES Y HE TENIDO QUE BUSCAR OTRO AGENTE QUE TENGA EL SALDO PARA PODER PAGAR,  ME PASO CON EL MONTO DE QUINIENTOS SOLES
banca;PROMOTOR;PORQUE ES MAS SECILLO, MAS RAPIDO, MAS CERCANO
banca;PROMOTOR;A VECES NO HUBO DISPONIBILIDAD DEL AGENTE PARA PODER PAGAR
banca;DETRACTOR;NO ME RECIBEN DINERO POR EL MONTO DE NOVECIENTOS SOLES O QUINIENTOS SOLES, ME HA SUCEDIDO VARIAS VECES EN DISTINTOS AGENTES, NO RECUERDO EN DONDE ESTABAN UBICADOS, EN AMBOS CASOS FUI A LA MISMA AGENCIA A CANCELAR EL PAGO
banca;PROMOTOR;PORQUE ES MAS RAPIDO
banca;PROMOTOR;PORQUE ES MAS RAPIDO, MAS SENCILLO, EVITO LA COLA EN LA AGENCIA
banca;NEUTRAL;HAY AGENTES QUE NO RECIBEN EL MONTO TOTAL DEL PAGO, NO CUENTAN EL SALDO DISPONIBLE POR EJEMPLO MAS DE TRES MIL SOLES
banca;PROMOTOR;PORQUE EVITO IR A LA AGENCIA
banca;NEUTRAL;PORQUE RARAS VECES SE PUEDE PAGAR TODO JUNTO, A VECES NO TIENEN EL SALDO DISPONIBLE
banca;NEUTRAL;PORQUE HAY DEMORA, NO APARECE VOUCHER RAPIDO, LA TRANSACCION DEMORA ENTRE UNA Y DOS HORAS EN COMPLETARSE
banca;PROMOTOR;PORQUE EVITO IR A LA AGENCIA, AHORRA TIEMPO, EVITA LA COLA
banca;PROMOTOR;PORQUE ES MAS RAPIDO POR KASNET, EVITO IR A LA AGENCIA
banca;PROMOTOR;PORQUE ES MAS RAPIDO POR KASNET, EVITO IR A LA AGENCIA
banca;PROMOTOR;PORQUE ES RAPIDO Y SENCILLO
banca;PROMOTOR;PORQUE AHORRO PASAJE, EVITO IR A LA FINACIERA, NO HE TENIDO PROBLEMAS
banca;PROMOTOR;PORQUE ES MAS FACIL IR A UN AGENTE QUE EN LA FINANCIERA
banca;PROMOTOR;PORQUE ES MAS ACCESIBLE, HAY AGENTES CERCA A CASA
banca;PROMOTOR;PORQUE ES MAS RAPIDO, ES MAS CERCANO, EVITO IR A AL AGENCIA
banca;PROMOTOR;PORQUE ES MAS PRACTICO, MAS SEGURO, HAY MENOS COLA QUE EN LA FINANCIERA
banca;NEUTRAL;PORQUE A VECES NO HAY BUENA ATENCION, EL TRATO NO ES BUENO. ES MAS CERCANO A CASA.
banca;PROMOTOR;PORQUE ES CERCA A CASA, EVITA IR A LA AGENCIA, AHORRA TIEMPO Y DINERO
banca;NEUTRAL;PORQUE NO HABIA SISTEMA, LE SUCEDE CASI SIEMPRE EN DIFERENTES AGENTES, EN ESOS CASOS CLIENTE INDICA QUE SIGUE BUSCANDO OTROS AGENTES PARA PODER REALIZAR EL PAGO
banca;PROMOTOR;PORQUE NO HA TENIDO PROBLEMAS CON EL PAGO POR KASNET
banca;PROMOTOR;PORQUE ES MAS FACIL, ES CERCANO Y  RAPIDO, EVITO IR A LA AGENCIA, EVITO LA COLA
banca;PROMOTOR;PORQUE HAY AGENTES EN VARIOS LUGARES, EVITO  IR A LA AGENCIA
banca;PROMOTOR;PORQUE ES MAS RAPIDO, ES CERCANO, EVITO IR A LA AGENCIA
banca;PROMOTOR;PORQUE ES MAS RAPIDO, EN DIFERENTES SITIOS PUEDE PAGAR Y EVITO LA COLA
banca;NEUTRAL;PORQUE LA RECARGA BIM ES MAS RAPIDO, DEBERIAN ACEPTAR TARJETA Y OTROS MEDIOS DE PAGO
banca;PROMOTOR;NO PRECISA
banca;DETRACTOR;PORQUE A VECES NO HAY SISTEMA, NO ATIENDEN RAPIDO, NO HAY BUENA ATENCION. AGENTE UBICADO POR LA PISCINA JORGE CHAVEZ EN PAUCARPATA, NO RECUERDO EL NOMBRE DEL AGENTE, EN ESOS CASOS NO HE PEDIDO AYUDA, SOLO HE ESPERADO A QUE EL SISTEMA VUELVA Y HE REGRESADO AL MISMO AGENTE A PAGAR
banca;PROMOTOR;PORQUE ES MAS PRACTICO EVITO LAS COLAS, AHORRA TIEMPO
banca;PROMOTOR;PORQUE HAY BUENA ATENCION
banca;DETRACTOR;PORQUE NO ME RECIBEN NO TIENEN EL SALDO PARA PAGAR QUINIENTOS TREINTA Y UN SOLES, ME HA SUCEDIDO EN VARIAS OPORTUNIDADES EN AGENTE KASNET, EN AGENTE UBICADO EN UNA BOTICA EN MIRAFLORES POR PISTA OBRERO Y EL CENTRO POR EL TERMINAL DE LOS MINIVANES DE CAMANA, EN AMBAS OPORTUNIDADES NO PEDI AYUDA PREFERI  IR A UNA AGENCIA DE COMPARTAMOS A PAGAR MI CREDITO
banca;NEUTRAL;CLIENTE INDICA QUE NO HA TENIDO PROBLEMAS PERO SUGIERE QUE HAYA MAS AGENTES KASNET, PRECISAMENTE EN EL DISTRITO DE CATACAOS EN EL QUE SOLO HAY UNO Y ADEMAS HAY COLA
banca;PROMOTOR;PORQUE ES RAPIDO
banca;DETRACTOR;PORQUE NO CUENTAN CON EL SALDO DISPONIBLE PARA HACER EL PAGO APROXIMADO DE UNOS SEISCIENTOS SOLES,  EL TRATO ES PESIMO. ME SUCEDIO CON AGENTES EN EL CENTRO DE AREQUIPA EN LA AGENCIA UNBICADA ENTRE SALAVERRY Y SAN JUAN DE DIOS, TAMBIEN EN LAS AFUERAS DE AREQUIPA, EN AGENCIAS DE CERRO VERDE, POCO PRESTOS A AYUDAR LOS QUE ATIENDEN EN KASNET, EN AMBOS CASOS, PREFERI BUSCAR A OTRO AGENTE KASNET QUE TAMBIEN ME ATENDIO DE MALA GANA, ES GENTE MUY MAYOR DE EDAD QUE NO BRINDA BUENA ATENCION, NO ME QUEJO EN LA FINANCIERA PORQUE NO TENGO TIEMPO
banca;NEUTRAL;PORQUE A VECES COBRA COMISION DE UN SOL O SOL VEINTE, PERO ESTOY CONTENTA CON COMPARTAMOS, Y ES CERCA A MI CASA
banca;DETRACTOR;PORQUE SUFRO PARA PAGAR POR KASNET NO QUIEREN RECIBIR EL MONTO, NO QUIEREN QUE PAGUE COMPARTAMOS, APROXIMADAMENTE UNOS SETESCIENTOS SOLES, INDICAN DE QUE NO ESTOY AFILIADO, ME SUCEDE SIEMPRE EN EL AGENTE UBICADO EN LA MUNICIPALIDAD DE SELVA ALEGRE, Y TAMBIEN EN EL OTRO QUE ESTA UBICADO POR LA CANCHA DE RAMIRO PRIALE, HA TENIDO QUE IR AL CENTRO A BUSCAR OTRO AGENTE O  HE OPTADO POR PAGAR EN LA MISMA AGENCIA DE COMPARTAMOS
banca;PROMOTOR;PORQUE PUEDE PAGAR FUERA DE HORARIO
banca;PROMOTOR;PORQUE HA SIDO RAPIDO Y NO HA TENIDO PROBLEMAS PARA HACER EL PAGO
banca;PROMOTOR;PORQUE ES MAS FACIL PRACTICO Y CERCANO A SU CASA
banca;PROMOTOR;PORQUE ES RAPIDO Y NO TUVE PROBLEMAS PARA REALIZAR EL PAGO
banca;PROMOTOR;PORQUE A VECES HAY PROBLEMAS, LE INDICAN QUE NO HAY SISTEMA, A VECES NO DISPONEN EL SALDO PARA REALIZAR PAGO
banca;NEUTRAL;PORQUE EN AGENTE KASNET A VECES HAY COLA PERO SE PAGA MAS RAPIDO QUE IR A LA AGENCIA
banca;PROMOTOR;PORQUE HAY BUENA ATENCION
banca;PROMOTOR;PORQUE ES MAS RAPIDO
banca;PROMOTOR;PORQUE EVITO LA COLA, ES CERCANO, AHORRO TIEMPO
banca;PROMOTOR;PORQUE ES MAS RAPIDO, EVITO HACER COLA EN LA AGENCIA
banca;DETRACTOR;ME PIDEN CODIGO DEL PAGO, A VECES NO HAY SISTEMA, ME SUCEDE SIEMPRE EN EL AGENTE UBICADO AL FRENTE DE LA AGENCIA COMPARTAMOS MOYOBAMBA, A UNA CUADRA DE LA UNIVERSIDAD CESAR VALLEJO, PEDI AYUDA EN LA MISMA AGENCIA DE COMPARTAMOS  Y PAGUE AHI
banca;PROMOTOR;PORQUE LOS AGENTES ES MAS FACIL DE UBICAR, EVITO IR HACER COLA, ES MAS FACIL EN GENERAL
banca;PROMOTOR;PORQUE EVITO IR A LA AGENCIA Y ES MAS CERCANO
banca;PROMOTOR;PORQUE ES MAS FACIL HACER EL PAGO POR KASNET,  EVITA LA COLA EN LA AGENCIA Y AHORRA TIEMPO
banca;NEUTRAL;CLIENTE INDICA QUE A VECES NO HAY SISTEMA PARA REALIZAR EL PAGO LE HA SUCEDIDO EN DIFERENTES OPORTUNIDADES EN DIFERENTES AGENTES, SIN EMBARGO, CALIFICA CON PUNTAJE OCHO
banca;PROMOTOR;PORQUE ES MAS CERCANO Y ACCESIBLE EVITO IR A LA AGENCIA, ADEMAS ES MAS RAPIDO
banca;PROMOTOR;PORQUE ES MAS PRACTICO QUE IR A LA AGENCIA, HAY MAS AGENTES KASNET
banca;NEUTRAL;CLIENTE SUGIERE QUE SEA CON DNI PARA HACER EL PAGO Y QUE NO PIDAN EL NUMERO DE CREDITO
